epoch,loss,mae,val_loss,val_mae
53,0.08269378542900085,0.08269379287958145,0.19227832555770874,0.19227832555770874
54,0.08257065713405609,0.08257065713405609,0.19200076162815094,0.19200076162815094
55,0.08230067789554596,0.08230067789554596,0.19235387444496155,0.19235387444496155
56,0.08272354304790497,0.08272354304790497,0.19286321103572845,0.19286319613456726
57,0.08294456452131271,0.08294456452131271,0.19278134405612946,0.19278134405612946
58,0.08216724544763565,0.08216724544763565,0.19235536456108093,0.19235536456108093
59,0.0822676420211792,0.0822676420211792,0.19296732544898987,0.19296732544898987
60,0.08269680291414261,0.08269680291414261,0.1927725374698639,0.1927725374698639
61,0.0826827809214592,0.0826827809214592,0.1929878443479538,0.1929878443479538
62,0.08278505504131317,0.08278505504131317,0.19317783415317535,0.19317783415317535
63,0.08311329036951065,0.08311329036951065,0.1923450231552124,0.1923450231552124
64,0.08315233141183853,0.08315233886241913,0.19240842759609222,0.19240842759609222
65,0.08246048539876938,0.08246048539876938,0.1928277611732483,0.1928277611732483
66,0.08315782248973846,0.08315782248973846,0.1919638216495514,0.1919638216495514
67,0.08321715146303177,0.08321715146303177,0.19239367544651031,0.19239367544651031
68,0.08313842862844467,0.08313842862844467,0.1920052021741867,0.1920052021741867
69,0.08311976492404938,0.08311976492404938,0.19224077463150024,0.19224077463150024
70,0.0832882896065712,0.0832882896065712,0.19281123578548431,0.19281123578548431
71,0.08300730586051941,0.08300730586051941,0.19289326667785645,0.19289326667785645
72,0.08288803696632385,0.08288803696632385,0.1926358938217163,0.1926358938217163
73,0.08309994637966156,0.08309994637966156,0.19291479885578156,0.19291479885578156
74,0.08296412974596024,0.08296412974596024,0.19230209290981293,0.19230209290981293
75,0.08284606784582138,0.08284606784582138,0.19187049567699432,0.19187049567699432
76,0.08350520581007004,0.08350520581007004,0.19228103756904602,0.19228103756904602
77,0.08258423209190369,0.08258423209190369,0.19260405004024506,0.19260403513908386
78,0.08307922631502151,0.08307922631502151,0.1924394965171814,0.1924394965171814
79,0.08273034542798996,0.08273034542798996,0.19285865128040314,0.19285865128040314
80,0.0831996500492096,0.0831996500492096,0.19326238334178925,0.19326238334178925
81,0.08249231427907944,0.08249231427907944,0.19239093363285065,0.19239093363285065
82,0.08236289769411087,0.08236289769411087,0.19282442331314087,0.19282442331314087
83,0.08325155824422836,0.08325155824422836,0.1927873194217682,0.19278733432292938
84,0.08291041105985641,0.08291041105985641,0.192396342754364,0.192396342754364
85,0.0823635458946228,0.0823635458946228,0.19206896424293518,0.19206896424293518
86,0.08314278721809387,0.08314278721809387,0.1925724595785141,0.1925724595785141
87,0.08221442997455597,0.08221442997455597,0.19241946935653687,0.19241946935653687
88,0.082788847386837,0.082788847386837,0.1923760622739792,0.1923760622739792
89,0.08247940242290497,0.08247940242290497,0.19265630841255188,0.19265630841255188
90,0.08266477286815643,0.08266477286815643,0.19344766438007355,0.19344766438007355
91,0.0830693319439888,0.0830693319439888,0.19278009235858917,0.19278009235858917
92,0.08296763896942139,0.08296763896942139,0.1928590089082718,0.1928590089082718
93,0.08267953991889954,0.08267953991889954,0.19270285964012146,0.19270285964012146
94,0.08264603465795517,0.08264603465795517,0.19249467551708221,0.19249467551708221
95,0.08264224976301193,0.08264223486185074,0.1913604885339737,0.1913604885339737
96,0.08265522867441177,0.08265522867441177,0.19247491657733917,0.19247491657733917
97,0.08289654552936554,0.08289654552936554,0.19238094985485077,0.19238094985485077
98,0.08251427859067917,0.08251427859067917,0.19316574931144714,0.19316574931144714
99,0.08211717009544373,0.08211717009544373,0.1925736516714096,0.1925736516714096
